    Soil_Type,Soil_pH,Soil_Moisture,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Recommended_Fertilizer
Silt,8.23,14.24,79,73,81,30.55,35.85,2001.91,Tomato,Zinc Sulphate
Clay,7.78,28.9,93,14,25,34.96,39.31,2599.97,Tomato,DAP
Sandy,7.51,29.83,37,66,28,31.5,88.58,2395.0,Tomato,Urea
Silt,5.01,59.06,98,29,55,20.04,60.54,1898.27,Tomato,DAP
Silt,7.55,51.79,60,62,52,29.1,45.51,2117.85,Tomato,NPK
Sandy,4.67,22.12,100,68,100,26.52,42.4,1081.42,Tomato,Compost
Silt,5.96,48.93,72,23,88,33.85,65.51,587.24,Tomato,DAP
Sandy,4.66,12.81,101,32,12,19.72,52.11,255.86,Tomato,DAP
Silt,6.73,48.96,38,42,64,23.19,76.27,1066.35,Tomato,Urea
Loamy,5.11,57.51,59,46,115,16.42,43.89,2664.08,Tomato,Urea
Loamy,6.1,28.4,43,28,35,22.92,38.45,2505.41,Tomato,Urea
Clay,6.2,22.19,27,88,37,27.64,87.06,2083.31,Tomato,Urea
Silt,6.73,29.95,127,69,101,14.65,67.93,2130.9,Tomato,MOP
Clay,7.94,12.93,98,46,92,16.41,71.92,405.36,Tomato,Zinc Sulphate
Clay,4.61,55.28,82,12,33,10.61,30.22,472.56,Tomato,DAP
Sandy,5.74,36.76,79,64,43,23.51,68.44,2683.91,Tomato,NPK
Clay,8.17,51.93,115,57,27,15.26,69.01,379.96,Tomato,MOP
Silt,8.28,44.9,146,12,48,10.55,51.97,1738.08,Tomato,DAP
Sandy,6.48,33.37,151,48,34,24.56,83.24,586.95,Tomato,MOP
Clay,6.57,14.11,105,89,57,36.73,45.39,2703.07,Tomato,DAP
Silt,5.84,57.63,56,89,60,22.63,82.15,996.72,Tomato,Urea
Silt,6.23,21.65,107,62,71,22.51,33.23,1404.69,Tomato,MOP
Loamy,6.31,15.26,159,23,97,16.32,41.21,2683.23,Tomato,DAP
Sandy,7.48,55.04,52,78,89,39.45,82.9,425.65,Tomato,Urea
Clay,6.14,45.47,85,39,31,18.21,43.36,2805.37,Tomato,DAP
Loamy,7.61,38.19,46,13,41,38.22,81.8,709.1,Tomato,Urea
Loamy,6.89,22.38,118,12,106,33.98,32.99,656.96,Tomato,DAP
Sandy,4.73,33.92,53,46,68,28.68,78.38,438.8,Tomato,Urea
Sandy,5.76,31.97,78,74,12,36.78,30.08,2661.72,Tomato,MOP
Sandy,6.65,36.18,125,87,80,17.15,51.59,1540.96,Tomato,NPK
Sandy,5.07,13.56,28,77,112,36.06,51.97,1002.99,Tomato,Urea
Silt,6.44,57.3,54,66,90,19.2,49.9,1528.11,Tomato,Urea
Clay,7.77,31.5,90,18,39,31.56,77.77,2090.36,Tomato,DAP
Loamy,4.57,42.1,154,36,23,32.78,80.09,2395.56,Tomato,DAP
Loamy,5.67,18.09,137,52,14,19.53,45.35,2635.91,Tomato,MOP
Clay,6.04,42.63,77,21,21,39.64,85.44,1785.1,Tomato,DAP
Clay,4.52,52.04,60,51,26,39.0,82.05,2031.47,Tomato,MOP
Clay,6.99,59.38,73,31,73,17.9,65.86,1052.42,Tomato,DAP
Loamy,6.55,38.86,103,83,115,10.09,74.53,633.22,Tomato,DAP
Silt,7.01,44.95,55,34,64,22.47,65.98,2959.94,Tomato,Urea
Loamy,5.28,26.64,50,22,48,17.62,46.12,356.37,Tomato,Urea
Sandy,5.89,13.55,81,52,99,33.17,49.77,1932.54,Tomato,NPK
Silt,6.32,44.29,65,64,79,25.45,87.34,2464.48,Tomato,NPK
Silt,5.59,35.43,55,58,114,32.21,50.82,2929.35,Tomato,Urea
Clay,5.79,54.76,132,20,49,23.6,70.88,2375.03,Tomato,DAP
Silt,7.53,42.42,52,55,35,18.68,59.67,1615.16,Tomato,Urea
Silt,4.52,21.77,47,51,103,31.89,84.49,416.07,Tomato,Urea
Loamy,5.16,22.72,77,15,82,29.08,60.88,1592.36,Tomato,DAP
Clay,5.45,46.82,33,41,114,19.31,78.48,2242.51,Tomato,Urea
Sandy,5.75,42.84,108,49,19,27.72,49.48,2906.19,Tomato,MOP
Clay,8.18,24.08,91,52,69,27.55,31.55,392.7,Tomato,Zinc Sulphate
Loamy,8.31,55.27,117,46,55,22.44,35.86,2385.75,Tomato,Zinc Sulphate
Silt,4.77,40.79,139,29,101,34.6,53.65,2644.65,Tomato,DAP
Sandy,8.31,43.99,60,41,86,10.06,71.65,1868.69,Tomato,Zinc Sulphate
Loamy,8.19,20.09,156,48,78,23.07,50.17,2445.59,Tomato,Zinc Sulphate
Silt,5.57,35.87,109,12,110,26.34,43.36,555.8,Tomato,DAP
Clay,7.24,18.05,42,46,69,20.18,65.72,2876.29,Tomato,Urea
Loamy,6.73,31.36,40,74,77,23.35,87.19,1943.73,Tomato,Urea
Loamy,6.32,38.18,147,58,115,13.18,81.66,718.66,Tomato,NPK
Loamy,8.08,19.2,134,29,29,23.84,83.74,748.84,Tomato,DAP
Loamy,5.34,30.31,113,22,101,24.28,50.03,1753.75,Tomato,DAP
Silt,8.32,47.76,157,71,107,13.63,79.17,784.46,Tomato,Zinc Sulphate
Sandy,6.04,37.64,62,12,96,17.15,78.8,529.72,Tomato,DAP
Silt,6.57,51.58,54,36,94,10.62,60.84,2614.61,Tomato,Urea
Clay,5.01,37.84,61,33,81,24.3,73.54,2184.55,Tomato,DAP
Silt,8.11,31.02,90,15,54,31.01,63.67,1996.27,Tomato,DAP
Loamy,4.96,39.85,68,64,62,11.26,50.18,988.9,Tomato,Compost
Silt,8.1,12.83,98,60,32,34.89,55.44,2970.11,Tomato,MOP
Sandy,5.02,59.03,71,71,70,36.14,64.53,2094.52,Tomato,Compost
Clay,6.76,40.4,36,57,97,17.34,75.9,232.98,Tomato,Urea
Sandy,7.93,14.62,97,62,17,29.17,62.22,1710.37,Tomato,MOP
Clay,5.79,42.25,75,20,49,13.55,71.93,2621.14,Tomato,DAP
Loamy,8.39,11.76,151,22,100,35.16,88.33,812.19,Tomato,DAP
Loamy,6.5,26.09,57,86,52,25.62,40.97,2112.04,Tomato,Urea
Silt,5.35,20.91,42,64,35,18.31,67.08,2133.7,Tomato,Urea
Silt,6.43,31.77,120,61,38,14.86,57.15,2651.3,Tomato,MOP
Sandy,6.75,35.79,89,45,100,20.43,56.05,1484.9,Tomato,NPK
Sandy,6.81,21.98,68,12,49,21.46,83.89,1281.05,Tomato,DAP
Sandy,4.55,29.36,132,15,33,26.02,88.07,392.26,Tomato,DAP
Loamy,4.55,52.11,42,82,113,14.26,34.17,1610.29,Tomato,Urea
Silt,5.31,54.72,79,41,84,21.63,85.38,2293.33,Tomato,Compost
Loamy,7.36,20.08,143,53,105,31.0,34.68,1192.89,Tomato,NPK
Clay,4.63,57.82,57,65,104,36.02,71.65,423.53,Tomato,Urea
Loamy,5.26,31.63,45,21,98,39.66,31.34,882.47,Tomato,Urea
Clay,5.41,39.87,87,75,101,17.26,71.51,1680.5,Tomato,Compost
Loamy,4.63,34.39,35,63,28,21.28,35.03,1780.67,Tomato,Urea
Sandy,5.41,38.86,60,69,116,28.28,52.27,1918.21,Wheat,Compost
Sandy,4.83,55.3,102,21,52,29.42,51.09,2854.92,Wheat,DAP
Sandy,7.92,37.03,69,26,28,15.46,43.04,2484.18,Wheat,DAP
Silt,4.96,33.19,31,63,107,38.14,61.93,712.69,Wheat,Urea
Clay,8.32,41.37,84,48,64,30.78,50.87,1601.95,Wheat,Zinc Sulphate
Loamy,5.24,37.29,123,33,14,19.63,72.01,442.98,Wheat,DAP
Sandy,5.2,50.48,40,87,90,22.38,52.71,262.53,Wheat,Urea
Clay,5.21,57.05,124,39,119,37.77,31.02,2783.7,Wheat,DAP
Sandy,5.08,34.55,128,16,70,33.56,42.9,1795.5,Wheat,DAP
Silt,8.37,17.64,77,37,35,30.49,62.29,1803.81,Wheat,DAP
Loamy,5.86,54.6,121,26,29,34.63,78.27,1640.51,Wheat,DAP
Sandy,6.54,57.88,104,35,33,30.56,75.51,2001.18,Wheat,DAP
Loamy,6.65,53.58,145,86,84,16.44,74.68,778.21,Wheat,DAP
Loamy,6.5,46.48,65,53,75,23.12,44.41,1155.21,Wheat,SSP
Silt,8.23,18.88,109,63,16,38.13,41.48,1479.87,Wheat,MOP
Clay,6.18,23.26,156,13,38,30.82,37.6,1234.97,Wheat,DAP
Clay,5.09,58.76,103,43,17,14.23,57.0,1612.15,Wheat,MOP
Loamy,8.16,54.05,90,77,16,23.56,49.0,1858.54,Wheat,MOP
Loamy,4.79,32.3,124,72,92,33.46,66.33,860.65,Wheat,Compost
Loamy,8.48,56.36,38,50,21,27.86,32.15,859.6,Wheat,Urea
Clay,6.22,37.46,152,52,41,17.77,67.68,2777.37,Wheat,Urea
Clay,6.12,54.35,116,61,70,20.11,58.78,1663.53,Wheat,NPK
Clay,4.76,37.37,146,62,118,31.96,83.33,762.43,Wheat,Compost
Loamy,7.57,35.2,130,26,99,15.71,86.31,1419.52,Wheat,DAP
Sandy,4.55,13.23,135,13,27,35.48,43.05,2288.83,Wheat,DAP
Sandy,5.33,26.38,94,89,100,13.33,79.14,584.45,Wheat,Compost
Sandy,7.66,47.68,101,25,28,20.31,82.31,1391.1,Wheat,DAP
Silt,8.1,24.79,90,46,23,28.8,72.75,1478.61,Wheat,MOP
Silt,5.83,22.97,21,13,92,18.47,82.94,2502.02,Wheat,Urea
Clay,5.92,34.08,113,43,118,14.33,49.56,354.94,Wheat,SSP
Sandy,8.33,39.03,135,69,84,26.39,75.54,2160.39,Wheat,Zinc Sulphate
Sandy,7.58,43.69,83,29,12,20.16,62.54,357.47,Wheat,DAP
Loamy,4.93,29.33,157,41,14,10.13,36.19,384.66,Wheat,MOP
Sandy,7.33,18.54,35,45,65,22.49,37.68,1010.45,Wheat,Urea
Clay,7.66,13.18,81,88,90,17.65,34.27,627.58,Wheat,Zinc Sulphate
Clay,7.32,34.97,51,74,92,32.09,33.55,347.1,Wheat,Urea
Silt,7.47,45.94,90,45,102,12.69,63.46,874.69,Wheat,NPK
Loamy,7.61,26.29,104,76,82,35.28,64.93,2128.52,Wheat,Compost
Clay,7.25,47.39,38,10,46,31.52,83.4,2650.94,Wheat,Urea
Loamy,7.55,53.53,98,64,44,29.37,71.1,1611.77,Wheat,SSP
Sandy,7.63,56.6,138,49,67,20.53,36.05,2514.51,Wheat,Zinc Sulphate
Loamy,8.44,36.59,103,54,54,25.08,37.27,1244.29,Wheat,Zinc Sulphate
Loamy,8.32,52.26,63,67,56,14.06,65.87,543.75,Wheat,Zinc Sulphate
Sandy,6.4,43.74,90,43,32,19.35,44.44,771.96,Wheat,MOP
Clay,6.08,28.44,38,62,106,37.02,87.48,779.45,Wheat,Urea
Clay,7.7,58.36,118,52,44,15.19,61.21,2911.45,Wheat,Urea
Clay,5.09,36.56,104,78,37,17.45,49.41,1173.76,Wheat,MOP
Silt,7.78,17.43,69,54,26,39.2,43.13,828.82,Wheat,MOP
Silt,8.03,22.57,131,44,96,20.43,36.2,2707.08,Wheat,Zinc Sulphate
Loamy,6.85,12.92,47,60,94,16.44,35.69,1369.3,Wheat,Urea
Silt,5.01,17.39,51,77,37,37.84,69.98,1069.7,Wheat,Urea
Silt,6.13,33.41,156,50,88,23.76,75.95,1068.16,Wheat,MOP
Sandy,5.48,10.73,81,59,42,36.06,70.94,2692.46,Wheat,Compost
Loamy,6.73,10.49,69,73,44,14.58,59.1,1438.51,Wheat,NPK
Clay,7.59,22.47,124,11,118,29.23,75.31,1078.41,Wheat,DAP
Sandy,7.08,42.88,150,67,36,24.12,51.48,1752.05,Wheat,MOP
Loamy,5.57,32.2,111,33,37,18.48,40.99,2340.04,Wheat,DAP
Clay,5.21,55.89,157,16,11,34.57,66.79,1478.91,Wheat,DAP
Sandy,6.51,12.01,70,66,118,20.7,51.75,2312.29,Wheat,Zinc Sulphate
Loamy,5.35,10.35,101,32,87,17.21,76.79,2671.36,Wheat,DAP
Silt,4.93,55.07,109,83,57,39.46,84.2,1871.97,Wheat,Compost
Clay,6.6,27.08,21,61,15,10.94,69.04,2577.23,Wheat,Urea
Silt,7.39,43.23,36,65,42,23.33,38.4,2512.91,Wheat,Urea
Sandy,4.62,16.85,29,78,76,23.65,79.37,2737.94,Wheat,Urea
Loamy,5.5,18.24,85,31,50,32.51,39.38,2112.68,Wheat,DAP
Loamy,8.06,57.45,95,83,53,31.54,35.29,2089.38,Wheat,Zinc Sulphate
Sandy,5.28,56.09,24,75,82,12.68,78.78,800.1,Wheat,Urea
Sandy,6.28,57.64,25,81,106,31.79,54.24,2576.25,Wheat,Urea
Sandy,4.83,14.65,138,20,24,34.2,78.69,2382.79,Wheat,DAP
Clay,6.86,53.75,114,19,78,12.96,57.79,723.48,Wheat,DAP
Loamy,8.09,18.03,98,24,115,21.48,62.96,2204.58,Wheat,DAP
Clay,6.42,56.18,145,38,36,29.81,31.92,524.55,Wheat,DAP
Clay,5.63,52.17,107,65,49,20.52,64.42,1442.63,Wheat,NPK
Loamy,5.01,38.78,78,84,102,38.27,41.22,862.35,Wheat,Compost
Silt,7.26,40.38,78,38,74,21.58,67.19,2512.0,Wheat,DAP
Clay,5.79,28.96,156,19,68,32.82,89.33,1978.34,Wheat,DAP
Sandy,6.24,24.25,147,49,107,15.46,74.28,1670.9,Wheat,Zinc Sulphate
Clay,7.99,54.82,27,29,113,32.37,85.96,927.18,Wheat,Urea
Loamy,5.39,20.72,123,48,71,11.13,76.3,2545.57,Wheat,Compost
Loamy,5.11,31.32,148,43,27,38.62,53.91,2129.56,Wheat,MOP
Loamy,6.19,18.97,88,11,90,38.91,37.55,2351.42,Wheat,DAP
Clay,7.91,57.7,64,35,52,35.81,42.49,2535.45,Wheat,DAP
Sandy,6.79,53.42,41,86,23,34.01,83.3,502.1,Wheat,Urea
Sandy,6.88,46.81,100,61,62,32.43,33.18,2013.67,Wheat,NPK
Loamy,4.7,49.98,149,51,105,13.47,30.5,485.01,Wheat,Compost
Sandy,5.85,39.58,127,69,35,17.98,73.47,1465.82,Wheat,MOP
Loamy,4.57,24.03,30,22,45,30.15,73.47,1526.63,Wheat,Urea
Sandy,6.88,36.98,65,77,17,25.31,61.81,2973.58,Wheat,MOP
Silt,7.43,48.5,37,42,107,10.27,68.08,2794.43,Wheat,Urea
Clay,8.46,10.53,57,48,61,26.73,75.98,1409.24,Wheat,Urea
Clay,6.68,31.91,101,27,118,16.44,67.81,2132.91,Wheat,DAP
Sandy,6.99,56.92,111,39,14,36.98,75.45,748.2,Wheat,DAP
Sandy,7.02,35.76,28,82,87,36.6,56.44,806.58,Wheat,Urea
Silt,7.86,15.04,98,77,17,38.06,38.39,418.05,Wheat,MOP
Sandy,5.32,11.66,24,67,48,10.36,81.72,432.77,Wheat,Urea
Sandy,5.74,11.32,144,85,46,18.47,61.54,2494.99,Wheat,NPK
Sandy,5.07,30.41,151,36,111,32.78,30.23,370.46,Wheat,DAP
Clay,6.32,13.9,81,34,113,38.89,46.21,1689.24,Wheat,DAP
Clay,5.35,54.72,145,88,12,29.94,37.32,648.07,Wheat,MOP
Clay,7.83,13.19,115,60,98,23.96,62.5,2493.64,Wheat,Zinc Sulphate
Sandy,5.6,11.72,83,46,62,30.62,85.73,2551.14,Wheat,Compost
Clay,6.27,48.77,96,83,44,19.06,76.57,2625.17,Wheat,Urea
Clay,6.9,32.26,82,77,99,22.44,45.49,2258.48,Wheat,DAP
Silt,4.68,42.42,53,60,63,18.31,54.35,2403.08,Wheat,Urea
Silt,7.02,45.61,60,83,33,12.13,67.4,2500.6,Wheat,MOP
Loamy,5.0,12.18,128,60,46,16.38,79.81,726.02,Wheat,Compost
Loamy,7.2,23.27,116,44,54,37.88,43.51,1075.63,Wheat,SSP
Sandy,8.34,19.71,64,21,61,27.56,44.45,1338.85,Wheat,DAP
Clay,4.72,24.44,49,67,66,25.98,87.99,1680.11,Wheat,Urea
Loamy,5.43,41.32,98,75,118,35.23,42.59,800.82,Wheat,Compost
Clay,7.63,45.43,61,70,56,30.8,35.85,1350.21,Wheat,NPK
Silt,6.95,30.02,41,22,73,19.52,83.09,1612.21,Wheat,Urea
Silt,4.59,21.36,142,19,62,31.64,34.58,1307.47,Wheat,DAP
Sandy,5.63,22.62,113,80,25,36.92,74.56,1994.02,Wheat,MOP
Sandy,7.0,30.35,57,67,49,22.01,81.09,1996.6,Wheat,Urea
Sandy,7.06,47.52,139,76,34,11.35,38.27,1215.41,Wheat,MOP
Sandy,7.27,55.56,55,70,54,37.03,73.71,649.23,Wheat,Urea
Clay,6.3,33.29,44,24,25,31.16,58.78,650.28,Wheat,Urea
Silt,4.52,14.31,106,23,73,21.61,47.79,1307.06,Wheat,DAP
Sandy,8.34,54.7,139,68,43,16.91,62.44,1608.17,Wheat,Zinc Sulphate
Loamy,8.28,19.16,61,27,54,36.4,42.48,243.16,Wheat,DAP
Sandy,7.12,56.87,131,50,98,36.75,80.38,929.7,Wheat,DAP
Sandy,6.42,29.26,63,50,64,27.75,33.47,1839.2,Wheat,MOP
Silt,5.0,23.61,75,71,68,10.25,55.97,2644.31,Wheat,Compost
Loamy,5.79,55.08,23,67,23,25.11,65.7,1031.04,Wheat,Urea
Sandy,6.32,46.28,39,66,70,12.16,65.91,2710.85,Wheat,Urea
Clay,4.63,55.62,43,78,13,15.41,62.18,803.0,Wheat,Urea
Clay,4.54,14.22,53,42,13,24.2,43.92,823.33,Wheat,Urea
Sandy,8.06,13.87,65,30,28,25.75,79.12,2262.47,Wheat,DAP
Loamy,5.03,57.93,148,74,91,19.63,37.77,1462.33,Wheat,Compost
Silt,6.92,12.37,67,69,15,30.29,77.32,1983.45,Wheat,MOP
Clay,7.51,49.42,78,45,51,18.95,65.7,413.65,Wheat,Urea
Loamy,7.87,23.49,21,22,18,23.51,69.97,545.8,Wheat,Urea
Sandy,8.29,47.19,127,53,38,19.88,53.77,1259.25,Wheat,MOP
Loamy,8.32,16.01,152,63,21,24.46,30.77,2536.17,Wheat,MOP
Silt,6.1,21.99,52,52,40,28.11,48.89,2219.93,Wheat,Urea
Sandy,6.81,20.69,125,87,22,11.59,69.78,1523.78,Wheat,MOP
Silt,6.62,50.78,107,31,54,37.95,77.61,2308.45,Wheat,DAP
Clay,7.21,25.08,143,26,49,16.42,57.36,2347.71,Wheat,DAP
Clay,6.73,13.11,21,35,111,29.12,41.97,1378.56,Wheat,Urea
Clay,5.27,13.36,130,28,73,26.22,89.85,1734.7,Wheat,DAP
Silt,5.77,38.03,79,41,51,27.21,83.96,256.2,Wheat,Urea
Sandy,6.32,27.47,50,32,45,24.27,34.43,2716.62,Wheat,Urea
Sandy,6.68,16.82,146,50,115,33.15,58.46,290.26,Wheat,Urea
Silt,5.78,40.39,63,38,116,31.92,49.75,311.71,Wheat,DAP
Sandy,6.1,42.84,118,78,107,18.05,42.61,617.24,Wheat,Compost
Loamy,6.47,46.35,54,14,101,19.75,39.23,1053.26,Wheat,Urea
Clay,4.9,33.72,22,76,14,16.72,72.15,970.47,Wheat,Urea
Loamy,5.56,49.93,135,85,64,20.64,58.69,691.77,Wheat,NPK
Loamy,4.78,38.04,50,44,78,10.44,43.27,1414.73,Wheat,Urea
Clay,6.92,19.86,90,66,41,36.1,51.23,1314.3,Wheat,Urea
Silt,4.86,15.41,86,78,92,22.3,32.96,2216.26,Wheat,Compost
Clay,5.96,36.6,58,50,52,34.06,45.93,1438.59,Wheat,Urea
Loamy,7.96,11.04,86,80,80,32.33,73.08,2469.05,Wheat,Zinc Sulphate
Silt,8.11,27.32,47,73,59,12.85,81.7,1178.17,Wheat,Urea
Clay,7.01,17.6,114,86,107,34.68,82.93,460.45,Wheat,NPK
Loamy,6.47,29.1,110,51,55,17.96,81.95,1410.76,Wheat,NPK
Sandy,5.97,34.22,92,27,16,39.14,77.3,1395.86,Wheat,DAP
Silt,6.65,38.45,73,70,77,14.07,31.82,2113.84,Wheat,Zinc Sulphate
Clay,5.35,33.97,144,61,71,15.56,59.85,2877.93,Wheat,Compost
Sandy,4.9,45.77,74,23,89,19.9,52.9,2208.78,Wheat,DAP
Loamy,4.57,58.71,25,20,76,31.6,40.83,1540.2,Wheat,Urea
Silt,4.71,57.06,112,32,28,30.83,31.99,368.83,Wheat,DAP
Sandy,6.54,20.51,147,89,35,28.64,86.9,1638.03,Wheat,MOP
Sandy,7.44,25.64,72,73,89,35.85,51.39,1180.2,Wheat,Urea
Loamy,7.67,18.06,31,84,60,31.87,69.78,535.98,Wheat,Urea
Sandy,4.72,33.3,77,44,107,19.63,73.09,716.35,Wheat,Compost
Clay,7.28,12.01,49,13,40,28.4,78.25,1633.91,Wheat,Urea
Loamy,7.86,43.18,144,21,84,33.54,49.3,1538.29,Wheat,DAP
Silt,5.04,54.82,158,86,118,29.41,71.72,967.9,Wheat,Compost
Silt,6.93,18.64,119,34,69,38.29,81.2,1579.34,Wheat,DAP
Clay,8.33,53.72,119,34,23,25.54,72.53,711.52,Wheat,DAP
Loamy,6.71,40.68,141,54,34,11.9,39.29,2262.03,Wheat,MOP
Loamy,8.22,57.96,131,17,75,18.71,66.89,2706.83,Wheat,DAP
Sandy,5.13,53.75,124,25,117,29.61,41.18,1348.89,Wheat,DAP
Silt,8.07,41.13,67,14,99,22.58,75.31,581.66,Wheat,DAP
Loamy,7.0,21.72,119,61,34,28.84,30.21,2267.53,Wheat,MOP
Clay,6.61,24.11,132,17,101,33.27,30.09,2276.75,Wheat,DAP
Silt,6.71,58.72,119,51,102,13.79,74.61,2901.33,Wheat,SSP
Loamy,6.24,44.63,25,54,29,29.61,44.06,2968.64,Wheat,Urea
Clay,7.5,41.19,126,46,28,33.89,45.17,1711.63,Wheat,MOP
Clay,5.87,38.47,102,26,75,20.85,79.05,2240.51,Wheat,DAP
Loamy,7.56,36.29,141,13,39,19.45,67.45,2784.85,Wheat,DAP
Loamy,6.45,27.54,85,86,90,28.88,83.7,1396.08,Wheat,MOP
Silt,8.19,44.15,99,69,45,20.24,44.8,2667.57,Wheat,Zinc Sulphate
Loamy,6.83,57.52,49,58,15,24.88,85.89,822.62,Wheat,Urea
Sandy,6.91,25.14,68,50,76,19.79,71.73,1716.61,Wheat,MOP
Silt,6.09,28.45,69,46,17,11.89,75.88,1465.55,Wheat,MOP
Sandy,6.32,18.29,154,18,28,10.94,68.28,2861.4,Wheat,DAP
Sandy,7.99,40.45,133,45,19,17.08,74.92,1969.6,Wheat,MOP
Silt,5.1,46.95,28,39,78,22.25,80.18,781.42,Wheat,Urea
Clay,6.57,58.03,51,88,72,35.12,46.27,714.04,Wheat,Urea
Loamy,6.95,43.51,65,41,37,16.41,47.2,2570.46,Wheat,MOP
Clay,4.88,24.57,126,86,46,19.77,49.14,1296.27,Wheat,Compost
Silt,8.2,24.09,46,65,14,30.16,70.99,2275.53,Wheat,Urea
Clay,5.02,57.71,147,62,111,31.76,47.42,1772.48,Wheat,Compost
Loamy,5.15,18.8,38,21,36,17.73,81.33,694.46,Wheat,Urea
Sandy,5.89,56.58,56,77,57,18.85,72.08,2147.41,Wheat,Urea
Loamy,5.28,45.72,110,37,57,20.39,60.28,1652.89,Wheat,DAP
Sandy,7.55,46.43,35,12,40,32.73,84.74,1834.68,Wheat,Urea
Clay,5.87,15.31,50,41,42,26.24,38.52,2939.39,Wheat,Urea
Loamy,6.39,26.81,119,50,72,21.8,67.2,2812.12,Wheat,Urea
Loamy,5.81,22.38,20,20,53,23.42,60.59,850.89,Wheat,Urea
Silt,5.07,33.65,43,45,103,33.31,63.83,2885.11,Wheat,Urea
Clay,6.59,31.55,134,79,109,19.03,87.43,2150.12,Wheat,NPK
Clay,4.78,49.15,101,45,54,10.16,65.17,1571.68,Wheat,Compost
Sandy,7.21,39.78,152,35,14,32.76,61.18,1405.54,Wheat,DAP
Sandy,7.54,48.31,143,63,65,14.45,62.74,295.68,Wheat,NPK
Silt,7.6,32.0,90,45,28,23.73,66.7,1138.29,Wheat,MOP
Silt,5.02,29.74,154,79,63,21.63,71.46,2970.19,Wheat,Compost
Silt,8.41,11.18,148,19,74,21.66,64.95,933.57,Wheat,DAP
Sandy,6.4,53.95,77,54,45,25.27,70.04,468.21,Wheat,NPK
Clay,6.48,20.67,110,52,40,38.13,54.75,1286.44,Wheat,DAP
Silt,8.15,13.17,103,76,51,14.46,69.48,519.14,Wheat,Zinc Sulphate
Loamy,7.41,46.38,48,78,53,17.43,31.66,2850.33,Wheat,Urea
Clay,5.38,47.29,61,81,11,30.38,70.88,2721.35,Wheat,MOP
Silt,6.12,57.42,76,38,11,36.77,53.14,2192.46,Wheat,DAP
Loamy,5.56,46.61,143,11,91,38.86,43.49,1132.47,Wheat,DAP
Loamy,5.03,56.16,148,81,63,19.36,61.71,565.25,Wheat,Compost
Clay,8.25,19.13,74,47,117,28.96,78.21,730.94,Wheat,Zinc Sulphate
Sandy,8.15,22.53,145,76,61,14.39,68.75,1143.63,Wheat,Zinc Sulphate
Sandy,6.02,40.9,155,55,14,12.45,78.32,2010.06,Wheat,MOP
Clay,6.98,10.8,43,70,36,27.75,64.41,1474.13,Wheat,Urea
Sandy,7.19,18.25,152,35,116,23.12,74.36,342.19,Wheat,DAP
Clay,5.58,41.57,79,21,21,35.98,54.98,236.07,Wheat,DAP
Silt,5.53,32.7,45,32,94,11.65,51.64,1321.38,Wheat,Urea
Clay,5.39,39.75,113,74,112,13.85,84.66,612.25,Wheat,Compost
Loamy,7.26,52.29,135,84,17,37.5,59.26,744.94,Wheat,MOP
Clay,6.42,11.67,137,24,26,26.36,49.1,1545.73,Wheat,DAP
Silt,6.43,49.8,112,72,32,29.16,89.94,1309.35,Wheat,MOP
Clay,8.46,47.3,25,80,16,17.59,49.73,2527.13,Wheat,Urea
Sandy,4.76,10.06,70,88,91,30.47,71.46,1385.07,Wheat,Compost
Silt,5.48,32.77,131,15,112,21.03,52.54,2014.05,Wheat,DAP
Loamy,7.82,55.87,121,22,95,34.4,66.8,786.17,Wheat,DAP
Sandy,6.05,48.98,109,72,113,12.16,50.85,1145.58,Wheat,Urea
Silt,7.33,57.39,151,34,64,17.95,78.15,994.64,Wheat,DAP
Silt,7.81,22.96,118,42,74,16.99,69.74,2637.96,Wheat,Zinc Sulphate
Clay,7.05,36.33,137,71,15,10.94,51.35,631.32,Wheat,MOP
Sandy,6.19,57.32,114,81,38,24.01,66.58,1425.63,Wheat,MOP
Silt,6.33,21.63,120,45,116,26.76,40.56,2361.71,Wheat,NPK
Sandy,6.48,52.27,30,11,25,11.63,45.07,1481.93,Wheat,Urea
Silt,6.92,39.75,66,52,44,32.26,51.01,1494.3,Wheat,NPK
Clay,8.07,55.2,123,44,101,17.36,85.67,437.24,Wheat,Zinc Sulphate
Sandy,5.18,56.12,56,36,92,10.16,60.45,859.06,Wheat,Urea
Sandy,7.99,45.96,53,56,35,21.06,55.88,1998.79,Wheat,Urea
Sandy,5.98,27.2,145,25,86,23.06,36.15,1400.59,Wheat,DAP
Loamy,6.78,55.06,156,14,13,26.0,78.73,324.42,Wheat,DAP
Silt,7.53,12.42,30,56,99,37.69,41.91,2419.98,Wheat,Urea
Loamy,4.66,22.29,98,33,21,28.33,51.46,2931.72,Wheat,DAP
Loamy,6.26,56.34,67,16,52,31.34,83.58,2799.97,Wheat,DAP
Loamy,7.27,52.3,108,39,104,31.39,89.56,980.26,Wheat,DAP
Sandy,5.01,26.9,81,82,16,10.33,81.83,2499.23,Wheat,MOP
Clay,8.09,57.36,142,89,63,30.44,66.83,1158.09,Wheat,Zinc Sulphate
Silt,4.79,32.88,119,57,18,27.51,30.26,299.11,Wheat,MOP
Loamy,4.51,48.17,44,34,85,38.7,42.17,474.05,Wheat,Urea
